id,date,domain,srrank,traffic,unique_year_month
1636,2023-11-15,businesspartnermagazine.com,17699913,0,2023-11
1637,2023-12-15,letstalkmommy.com,551943,269,2023-12
1638,2023-11-15,lingermagazine.com,13724719,0,2023-11
1639,2023-11-15,loveemblog.com,8916657,0,2023-11
1645,2023-12-15,loveemblog.com,6839731,0,2023-12
2388,2023-11-15,countryheartandhome.com,995914,92,2023-11
2389,2023-12-15,countryheartandhome.com,926757,102,2023-12
2390,2023-01-15,bizzimummy.com,1163717,75,2023-01
2391,2023-02-15,bizzimummy.com,1133994,80,2023-02
3285,2023-08-15,interestingfacts.org.uk,100571,3174,2023-08
3286,2023-09-15,interestingfacts.org.uk,100044,3151,2023-09
3287,2023-10-15,interestingfacts.org.uk,95780,3368,2023-10
3288,2023-11-15,interestingfacts.org.uk,98239,3320,2023-11
3289,2023-12-15,interestingfacts.org.uk,92828,3528,2023-12
3290,2023-01-15,ukcaravanrental.co.uk,54680,7871,2023-01
3291,2023-02-15,ukcaravanrental.co.uk,63464,6601,2023-02
3292,2023-03-15,ukcaravanrental.co.uk,61314,6815,2023-03
3293,2023-04-15,ukcaravanrental.co.uk,82316,4154,2023-04
3294,2023-05-15,ukcaravanrental.co.uk,87303,3796,2023-05
3295,2023-06-15,ukcaravanrental.co.uk,84124,3949,2023-06
3296,2023-07-15,ukcaravanrental.co.uk,95140,3372,2023-07
3297,2023-08-15,ukcaravanrental.co.uk,90396,3643,2023-08
3298,2023-09-15,ukcaravanrental.co.uk,83611,3955,2023-09
3299,2023-10-15,ukcaravanrental.co.uk,91395,3567,2023-10
3300,2023-11-15,ukcaravanrental.co.uk,86099,3911,2023-11
3301,2023-12-15,ukcaravanrental.co.uk,92219,3558,2023-12
3302,2023-01-15,cyclingscot.co.uk,443440,454,2023-01
3303,2023-02-15,cyclingscot.co.uk,445100,455,2023-02
3304,2023-03-15,cyclingscot.co.uk,376357,580,2023-03
3305,2023-04-15,cyclingscot.co.uk,436082,408,2023-04
3306,2023-05-15,cyclingscot.co.uk,476293,349,2023-05
3307,2023-06-15,cyclingscot.co.uk,499664,323,2023-06
3308,2023-07-15,cyclingscot.co.uk,505264,316,2023-07
3309,2023-08-15,cyclingscot.co.uk,579814,253,2023-08
3310,2023-09-15,cyclingscot.co.uk,628704,214,2023-09
3311,2023-10-15,cyclingscot.co.uk,705418,179,2023-10
3312,2023-11-15,cyclingscot.co.uk,278021,821,2023-11
3313,2023-12-15,cyclingscot.co.uk,374386,510,2023-12
3314,2023-01-15,davidsavage.co.uk,789514,168,2023-01
3315,2023-02-15,davidsavage.co.uk,1057065,92,2023-02
3316,2023-03-15,davidsavage.co.uk,1234987,63,2023-03
3317,2023-04-15,davidsavage.co.uk,1192700,60,2023-04
3318,2023-05-15,davidsavage.co.uk,1230731,56,2023-05
3319,2023-06-15,davidsavage.co.uk,788417,144,2023-06
3320,2023-07-15,davidsavage.co.uk,723990,169,2023-07
3321,2023-08-15,davidsavage.co.uk,837694,129,2023-08
3322,2023-09-15,davidsavage.co.uk,606963,226,2023-09
3323,2023-10-15,davidsavage.co.uk,539452,285,2023-10
3324,2023-11-15,davidsavage.co.uk,451456,390,2023-11
3325,2023-12-15,davidsavage.co.uk,360403,542,2023-12
3326,2023-01-15,izzydabbles.co.uk,599317,274,2023-01
3327,2023-02-15,izzydabbles.co.uk,594844,279,2023-02
3328,2023-03-15,izzydabbles.co.uk,515534,347,2023-03
3329,2023-04-15,izzydabbles.co.uk,817882,136,2023-04
3330,2023-05-15,izzydabbles.co.uk,863994,120,2023-05
3331,2023-06-15,izzydabbles.co.uk,1252588,54,2023-06
3332,2023-07-15,izzydabbles.co.uk,1243126,55,2023-07
3333,2023-08-15,izzydabbles.co.uk,1109283,73,2023-08
3334,2023-09-15,izzydabbles.co.uk,913796,105,2023-09
3335,2023-10-15,izzydabbles.co.uk,960429,98,2023-10
3336,2023-11-15,izzydabbles.co.uk,784315,148,2023-11
3337,2023-12-15,izzydabbles.co.uk,692848,179,2023-12
3338,2023-01-15,daytradetheworld.com,176494,1758,2023-01
3339,2023-02-15,daytradetheworld.com,181304,1704,2023-02
3340,2023-03-15,daytradetheworld.com,204521,1421,2023-03
3341,2023-04-15,daytradetheworld.com,205287,1252,2023-04
3342,2023-05-15,daytradetheworld.com,261286,877,2023-05
3343,2023-06-15,daytradetheworld.com,555203,270,2023-06
3344,2023-07-15,daytradetheworld.com,459778,368,2023-07
3345,2023-08-15,daytradetheworld.com,438789,401,2023-08
3346,2023-09-15,daytradetheworld.com,576301,248,2023-09
3347,2023-10-15,daytradetheworld.com,357596,553,2023-10
3348,2023-11-15,daytradetheworld.com,473828,360,2023-11
3349,2023-12-15,daytradetheworld.com,431175,406,2023-12
3350,2023-01-15,travelbeginsat40.com,41324,11109,2023-01
3351,2023-02-15,travelbeginsat40.com,42996,10643,2023-02
3352,2023-03-15,travelbeginsat40.com,48387,9154,2023-03
3353,2023-04-15,travelbeginsat40.com,63080,5784,2023-04
3354,2023-05-15,travelbeginsat40.com,55581,6642,2023-05
3355,2023-06-15,travelbeginsat40.com,60570,5930,2023-06
3356,2023-07-15,travelbeginsat40.com,73124,4684,2023-07
3357,2023-08-15,travelbeginsat40.com,75274,4577,2023-08
3358,2023-09-15,travelbeginsat40.com,76840,4396,2023-09
3359,2023-10-15,travelbeginsat40.com,113408,2717,2023-10
3360,2023-11-15,travelbeginsat40.com,126377,2409,2023-11
3361,2023-12-15,travelbeginsat40.com,123601,2454,2023-12
3362,2023-01-15,traveldailynews.com,495323,380,2023-01
3363,2023-02-15,traveldailynews.com,285908,897,2023-02
3364,2023-03-15,traveldailynews.com,527263,334,2023-03
3365,2023-04-15,traveldailynews.com,377751,511,2023-04
3366,2023-05-15,traveldailynews.com,303450,706,2023-05
3367,2023-06-15,traveldailynews.com,355398,555,2023-06
3368,2023-07-15,traveldailynews.com,416277,431,2023-07
3369,2023-08-15,traveldailynews.com,414725,439,2023-08
3370,2023-09-15,traveldailynews.com,200151,1263,2023-09
3371,2023-10-15,traveldailynews.com,160378,1732,2023-10
1640,2023-11-15,urbanmatter.com,492940,337,2023-11
1641,2023-12-15,businesspartnermagazine.com,6164039,0,2023-12
1646,2023-12-15,mycarheaven.com,334241,607,2023-12
1647,2023-12-15,urbanmatter.com,532086,286,2023-12
2392,2023-03-15,bizzimummy.com,716030,196,2023-03
2393,2023-04-15,bizzimummy.com,809703,139,2023-04
2394,2023-05-15,bizzimummy.com,1052217,80,2023-05
2395,2023-06-15,bizzimummy.com,1123624,70,2023-06
2396,2023-07-15,bizzimummy.com,824039,132,2023-07
2397,2023-08-15,bizzimummy.com,1520734,31,2023-08
2398,2023-09-15,bizzimummy.com,1289396,48,2023-09
2399,2023-10-15,bizzimummy.com,690438,185,2023-10
2400,2023-11-15,bizzimummy.com,761750,156,2023-11
2401,2023-12-15,bizzimummy.com,1117594,69,2023-12
2402,2023-01-15,lthornberry.co.uk,1224553,68,2023-01
2403,2023-02-15,lthornberry.co.uk,1388915,49,2023-02
2404,2023-03-15,lthornberry.co.uk,1274613,58,2023-03
2405,2023-04-15,lthornberry.co.uk,1345504,43,2023-04
2406,2023-05-15,lthornberry.co.uk,1540137,29,2023-05
2407,2023-06-15,lthornberry.co.uk,1470151,34,2023-06
2408,2023-07-15,lthornberry.co.uk,1738230,20,2023-07
2409,2023-08-15,lthornberry.co.uk,1809724,17,2023-08
2410,2023-09-15,lthornberry.co.uk,1862974,16,2023-09
2411,2023-10-15,lthornberry.co.uk,1577572,27,2023-10
2412,2023-11-15,lthornberry.co.uk,1384114,41,2023-11
2413,2023-12-15,lthornberry.co.uk,1026069,83,2023-12
2414,2023-01-15,lyliarose.com,114315,3118,2023-01
2415,2023-02-15,lyliarose.com,115549,3093,2023-02
2416,2023-03-15,lyliarose.com,88429,4311,2023-03
2417,2023-04-15,lyliarose.com,92580,3578,2023-04
2418,2023-05-15,lyliarose.com,60564,5972,2023-05
2419,2023-06-15,lyliarose.com,86880,3793,2023-06
2420,2023-07-15,lyliarose.com,82384,4047,2023-07
2421,2023-08-15,lyliarose.com,131675,2247,2023-08
2422,2023-09-15,lyliarose.com,107281,2885,2023-09
2423,2023-10-15,lyliarose.com,127054,2350,2023-10
2424,2023-11-15,lyliarose.com,118371,2619,2023-11
2425,2023-12-15,lyliarose.com,100368,3197,2023-12
2426,2023-01-15,bq-magazine.com,19300378,0,2023-01
2427,2023-02-15,bq-magazine.com,13084814,0,2023-02
2428,2023-03-15,bq-magazine.com,18854197,0,2023-03
2429,2023-04-15,bq-magazine.com,11157365,0,2023-04
2430,2023-05-15,bq-magazine.com,6971617,0,2023-05
2431,2023-06-15,bq-magazine.com,5115659,0,2023-06
2432,2023-07-15,bq-magazine.com,15402208,0,2023-07
2433,2023-08-15,bq-magazine.com,11149765,0,2023-08
2434,2023-09-15,bq-magazine.com,4982460,0,2023-09
2435,2023-10-15,bq-magazine.com,2473181,6,2023-10
2436,2023-11-15,bq-magazine.com,2486263,6,2023-11
2437,2023-12-15,bq-magazine.com,3026493,3,2023-12
2438,2023-01-15,arewenearlythereyet.co.uk,355960,642,2023-01
2439,2023-02-15,arewenearlythereyet.co.uk,359008,637,2023-02
2440,2023-03-15,arewenearlythereyet.co.uk,338001,685,2023-03
2441,2023-04-15,arewenearlythereyet.co.uk,344977,589,2023-04
2442,2023-05-15,arewenearlythereyet.co.uk,364471,535,2023-05
2443,2023-06-15,arewenearlythereyet.co.uk,386426,489,2023-06
2444,2023-07-15,arewenearlythereyet.co.uk,395056,470,2023-07
2445,2023-08-15,arewenearlythereyet.co.uk,396183,472,2023-08
2446,2023-09-15,arewenearlythereyet.co.uk,464156,357,2023-09
2447,2023-10-15,arewenearlythereyet.co.uk,388052,488,2023-10
2448,2023-11-15,arewenearlythereyet.co.uk,288947,777,2023-11
2449,2023-12-15,arewenearlythereyet.co.uk,350895,565,2023-12
2450,2023-01-15,psychtimes.com,168731,1870,2023-01
2451,2023-02-15,psychtimes.com,199783,1494,2023-02
2452,2023-03-15,psychtimes.com,158030,2022,2023-03
2453,2023-04-15,psychtimes.com,142604,2048,2023-04
2454,2023-05-15,psychtimes.com,223286,1099,2023-05
2455,2023-06-15,psychtimes.com,187908,1390,2023-06
2456,2023-07-15,psychtimes.com,159991,1720,2023-07
2457,2023-08-15,psychtimes.com,176683,1520,2023-08
2458,2023-09-15,psychtimes.com,409771,437,2023-09
2459,2023-10-15,psychtimes.com,687595,187,2023-10
2460,2023-11-15,psychtimes.com,645774,213,2023-11
2461,2023-12-15,psychtimes.com,926933,102,2023-12
2462,2023-01-15,scoopearth.com,62627,6675,2023-01
2463,2023-02-15,scoopearth.com,69086,5940,2023-02
2464,2023-03-15,scoopearth.com,76550,5188,2023-03
2465,2023-04-15,scoopearth.com,93692,3524,2023-04
2466,2023-05-15,scoopearth.com,80145,4221,2023-05
2467,2023-06-15,scoopearth.com,72893,4712,2023-06
2468,2023-07-15,scoopearth.com,59922,5979,2023-07
2469,2023-08-15,scoopearth.com,54118,6889,2023-08
2470,2023-09-15,scoopearth.com,115446,2626,2023-09
2471,2023-10-15,scoopearth.com,165221,1666,2023-10
2472,2023-11-15,scoopearth.com,232166,1065,2023-11
2473,2023-12-15,scoopearth.com,371770,515,2023-12
2474,2023-01-15,techbehindit.com,255568,1052,2023-01
2475,2023-02-15,techbehindit.com,79585,4979,2023-02
2476,2023-03-15,techbehindit.com,101419,3622,2023-03
2477,2023-04-15,techbehindit.com,90170,3697,2023-04
2478,2023-05-15,techbehindit.com,109821,2836,2023-05
2479,2023-06-15,techbehindit.com,89388,3661,2023-06
2480,2023-07-15,techbehindit.com,48331,7811,2023-07
2481,2023-08-15,techbehindit.com,65580,5437,2023-08
2482,2023-09-15,techbehindit.com,106971,2894,2023-09
2483,2023-10-15,techbehindit.com,116843,2617,2023-10
1642,2023-12-15,blossomeducation.co.uk,3771870,1,2023-12
2484,2023-11-15,techbehindit.com,99966,3247,2023-11
2485,2023-12-15,techbehindit.com,157446,1782,2023-12
2486,2023-01-15,merchantcircle.com,1525396,38,2023-01
2487,2023-02-15,merchantcircle.com,1341861,55,2023-02
2488,2023-03-15,merchantcircle.com,1531927,35,2023-03
2489,2023-04-15,merchantcircle.com,1475168,34,2023-04
2490,2023-05-15,merchantcircle.com,2034664,12,2023-05
2491,2023-06-15,merchantcircle.com,1993977,13,2023-06
2492,2023-07-15,merchantcircle.com,1782159,18,2023-07
2493,2023-08-15,merchantcircle.com,1851637,16,2023-08
2494,2023-09-15,merchantcircle.com,2242435,9,2023-09
2495,2023-10-15,merchantcircle.com,2143716,10,2023-10
2496,2023-11-15,merchantcircle.com,2125184,10,2023-11
2497,2023-12-15,merchantcircle.com,2679150,4,2023-12
2498,2023-01-15,timebusinessnews.com,105046,3477,2023-01
2499,2023-02-15,timebusinessnews.com,160346,2013,2023-02
2500,2023-03-15,timebusinessnews.com,86659,4422,2023-03
2501,2023-04-15,timebusinessnews.com,89531,3731,2023-04
2502,2023-05-15,timebusinessnews.com,78629,4324,2023-05
2503,2023-06-15,timebusinessnews.com,95657,3359,2023-06
2504,2023-07-15,timebusinessnews.com,137601,2102,2023-07
2505,2023-08-15,timebusinessnews.com,81975,4122,2023-08
2506,2023-09-15,timebusinessnews.com,114065,2666,2023-09
2507,2023-10-15,timebusinessnews.com,163270,1692,2023-10
2508,2023-11-15,timebusinessnews.com,357385,563,2023-11
2509,2023-12-15,timebusinessnews.com,541486,277,2023-12
2510,2023-01-15,original.newsbreak.com,60226,7001,2023-01
2511,2023-02-15,original.newsbreak.com,44812,10119,2023-02
2512,2023-03-15,original.newsbreak.com,28460,17552,2023-03
2513,2023-04-15,original.newsbreak.com,41725,9582,2023-04
2514,2023-05-15,original.newsbreak.com,39057,10254,2023-05
2515,2023-06-15,original.newsbreak.com,36084,11261,2023-06
2516,2023-07-15,original.newsbreak.com,32166,12864,2023-07
2517,2023-08-15,original.newsbreak.com,28121,15352,2023-08
2518,2023-09-15,original.newsbreak.com,21632,20801,2023-09
2519,2023-10-15,original.newsbreak.com,44010,8778,2023-10
2520,2023-11-15,original.newsbreak.com,47059,8256,2023-11
2521,2023-12-15,original.newsbreak.com,12192,41015,2023-12
2522,2023-01-15,fooyoh.com,1420418,45,2023-01
2523,2023-02-15,fooyoh.com,1792169,23,2023-02
2524,2023-03-15,fooyoh.com,1393092,45,2023-03
2525,2023-04-15,fooyoh.com,1635587,24,2023-04
2526,2023-05-15,fooyoh.com,1395520,40,2023-05
2527,2023-06-15,fooyoh.com,1283716,50,2023-06
2528,2023-07-15,fooyoh.com,1506815,31,2023-07
2529,2023-08-15,fooyoh.com,1193660,60,2023-08
2530,2023-09-15,fooyoh.com,1450940,35,2023-09
2531,2023-10-15,fooyoh.com,1683336,22,2023-10
2532,2023-11-15,fooyoh.com,1701052,22,2023-11
2533,2023-12-15,fooyoh.com,2837839,3,2023-12
2534,2023-01-15,tastefulspace.com,124937,2781,2023-01
2535,2023-02-15,tastefulspace.com,183763,1674,2023-02
2536,2023-03-15,tastefulspace.com,152272,2124,2023-03
2537,2023-04-15,tastefulspace.com,221396,1126,2023-04
2538,2023-05-15,tastefulspace.com,243415,970,2023-05
2539,2023-06-15,tastefulspace.com,256907,896,2023-06
2540,2023-07-15,tastefulspace.com,258546,885,2023-07
2541,2023-08-15,tastefulspace.com,237505,1009,2023-08
2542,2023-09-15,tastefulspace.com,396889,461,2023-09
2543,2023-10-15,tastefulspace.com,406569,453,2023-10
2544,2023-11-15,tastefulspace.com,768181,154,2023-11
2545,2023-12-15,tastefulspace.com,1229089,55,2023-12
2546,2023-01-15,networkustad.com,67647,6073,2023-01
2547,2023-02-15,networkustad.com,89550,4282,2023-02
2548,2023-03-15,networkustad.com,80117,4895,2023-03
2549,2023-04-15,networkustad.com,135075,2201,2023-04
2550,2023-05-15,networkustad.com,126895,2353,2023-05
2551,2023-06-15,networkustad.com,164308,1665,2023-06
2552,2023-07-15,networkustad.com,153217,1824,2023-07
2553,2023-08-15,networkustad.com,114591,2688,2023-08
2554,2023-09-15,networkustad.com,407257,441,2023-09
2555,2023-10-15,networkustad.com,438183,402,2023-10
2556,2023-11-15,networkustad.com,581515,255,2023-11
2557,2023-12-15,networkustad.com,930187,101,2023-12
2558,2023-01-15,filmdaily.co,16502,33663,2023-01
2559,2023-02-15,filmdaily.co,16391,34049,2023-02
2560,2023-03-15,filmdaily.co,15499,36333,2023-03
2561,2023-04-15,filmdaily.co,12851,39326,2023-04
2562,2023-05-15,filmdaily.co,13675,36148,2023-05
2563,2023-06-15,filmdaily.co,16808,28407,2023-06
2564,2023-07-15,filmdaily.co,22321,20117,2023-07
2565,2023-08-15,filmdaily.co,16424,29230,2023-08
2566,2023-09-15,filmdaily.co,37523,10646,2023-09
2567,2023-10-15,filmdaily.co,88017,3742,2023-10
2568,2023-11-15,filmdaily.co,109980,2880,2023-11
2569,2023-12-15,filmdaily.co,481006,339,2023-12
2570,2023-01-15,atlnightspots.com,1432311,44,2023-01
2571,2023-02-15,atlnightspots.com,1490753,40,2023-02
2572,2023-03-15,atlnightspots.com,1144169,75,2023-03
2573,2023-04-15,atlnightspots.com,933569,104,2023-04
2574,2023-05-15,atlnightspots.com,619266,224,2023-05
2575,2023-06-15,atlnightspots.com,1587159,27,2023-06
2576,2023-07-15,atlnightspots.com,476624,347,2023-07
2577,2023-08-15,atlnightspots.com,1574362,27,2023-08
2578,2023-09-15,atlnightspots.com,2100312,11,2023-09
1643,2023-12-15,lingermagazine.com,17009433,0,2023-12
2579,2023-10-15,atlnightspots.com,1388838,41,2023-10
2580,2023-11-15,atlnightspots.com,1664055,23,2023-11
2581,2023-12-15,atlnightspots.com,3215329,2,2023-12
2582,2023-01-15,gisuser.com,401189,532,2023-01
2583,2023-02-15,gisuser.com,712440,203,2023-02
2584,2023-03-15,gisuser.com,820063,151,2023-03
2585,2023-04-15,gisuser.com,623953,223,2023-04
2586,2023-05-15,gisuser.com,434601,405,2023-05
2587,2023-06-15,gisuser.com,436590,402,2023-06
2588,2023-07-15,gisuser.com,666974,196,2023-07
2589,2023-08-15,gisuser.com,617364,226,2023-08
2590,2023-09-15,gisuser.com,961192,94,2023-09
2591,2023-10-15,gisuser.com,1824740,17,2023-10
2592,2023-11-15,gisuser.com,1100957,75,2023-11
2593,2023-12-15,gisuser.com,2262413,8,2023-12
2594,2023-01-15,zomgcandy.com,785887,168,2023-01
2595,2023-02-15,zomgcandy.com,836275,149,2023-02
2596,2023-03-15,zomgcandy.com,921941,119,2023-03
2597,2023-04-15,zomgcandy.com,1302701,48,2023-04
2598,2023-05-15,zomgcandy.com,1289117,49,2023-05
2599,2023-06-15,zomgcandy.com,1155082,65,2023-06
2600,2023-07-15,zomgcandy.com,1117476,71,2023-07
2601,2023-08-15,zomgcandy.com,1150921,66,2023-08
2602,2023-09-15,zomgcandy.com,1283772,49,2023-09
2603,2023-10-15,zomgcandy.com,1232474,57,2023-10
2604,2023-11-15,zomgcandy.com,1390665,41,2023-11
2605,2023-12-15,zomgcandy.com,1644155,23,2023-12
2606,2023-01-15,marketbusinessnews.com,12802,45495,2023-01
2607,2023-02-15,marketbusinessnews.com,13472,43177,2023-02
2608,2023-03-15,marketbusinessnews.com,10566,57255,2023-03
2609,2023-04-15,marketbusinessnews.com,12553,40503,2023-04
2610,2023-05-15,marketbusinessnews.com,12772,39134,2023-05
2611,2023-06-15,marketbusinessnews.com,12801,38820,2023-06
2612,2023-07-15,marketbusinessnews.com,13770,35742,2023-07
2613,2023-08-15,marketbusinessnews.com,17192,27686,2023-08
2614,2023-09-15,marketbusinessnews.com,29294,14427,2023-09
2615,2023-10-15,marketbusinessnews.com,58143,6255,2023-10
2616,2023-11-15,marketbusinessnews.com,43435,9088,2023-11
2617,2023-12-15,marketbusinessnews.com,49028,7829,2023-12
2618,2023-01-15,bignewsnetwork.com,123933,2809,2023-01
2619,2023-02-15,bignewsnetwork.com,155407,2100,2023-02
2620,2023-03-15,bignewsnetwork.com,363403,611,2023-03
2621,2023-04-15,bignewsnetwork.com,648575,210,2023-04
2622,2023-05-15,bignewsnetwork.com,841003,127,2023-05
2623,2023-06-15,bignewsnetwork.com,1033519,84,2023-06
2624,2023-07-15,bignewsnetwork.com,709432,175,2023-07
2625,2023-08-15,bignewsnetwork.com,640291,213,2023-08
2626,2023-09-15,bignewsnetwork.com,600060,231,2023-09
2627,2023-10-15,bignewsnetwork.com,672783,195,2023-10
2628,2023-11-15,bignewsnetwork.com,646901,212,2023-11
2629,2023-12-15,bignewsnetwork.com,886015,113,2023-12
2630,2023-01-15,techbullion.com,106442,3420,2023-01
2631,2023-02-15,techbullion.com,82696,4741,2023-02
2632,2023-03-15,techbullion.com,69734,5818,2023-03
2633,2023-04-15,techbullion.com,61782,5936,2023-04
2634,2023-05-15,techbullion.com,78306,4348,2023-05
2635,2023-06-15,techbullion.com,87837,3741,2023-06
2636,2023-07-15,techbullion.com,124626,2392,2023-07
2637,2023-08-15,techbullion.com,108653,2878,2023-08
2638,2023-09-15,techbullion.com,108383,2848,2023-09
2639,2023-10-15,techbullion.com,184630,1438,2023-10
2640,2023-11-15,techbullion.com,229496,1083,2023-11
2641,2023-12-15,techbullion.com,231777,1047,2023-12
2642,2023-01-15,whatsnew2day.com,17627601,0,2023-01
2643,2023-02-15,whatsnew2day.com,15370797,0,2023-02
2644,2023-03-15,whatsnew2day.com,15549488,0,2023-03
2645,2023-04-15,whatsnew2day.com,5560473,0,2023-04
2646,2023-05-15,whatsnew2day.com,11354016,0,2023-05
2647,2023-06-15,whatsnew2day.com,5586416,0,2023-06
2648,2023-07-15,whatsnew2day.com,19930373,0,2023-07
2649,2023-08-15,whatsnew2day.com,7524130,0,2023-08
2650,2023-09-15,whatsnew2day.com,7388181,0,2023-09
2651,2023-10-15,whatsnew2day.com,18741008,0,2023-10
2652,2023-11-15,whatsnew2day.com,1128716,72,2023-11
2653,2023-12-15,whatsnew2day.com,18179308,0,2023-12
2654,2023-01-15,programminginsider.com,375098,592,2023-01
2655,2023-02-15,programminginsider.com,404081,530,2023-02
2656,2023-03-15,programminginsider.com,426879,475,2023-03
2657,2023-04-15,programminginsider.com,518268,309,2023-04
2658,2023-05-15,programminginsider.com,732131,167,2023-05
2659,2023-06-15,programminginsider.com,754039,157,2023-06
2660,2023-07-15,programminginsider.com,711826,175,2023-07
2661,2023-08-15,programminginsider.com,539660,285,2023-08
2662,2023-09-15,programminginsider.com,593810,235,2023-09
2663,2023-10-15,programminginsider.com,1248085,56,2023-10
2664,2023-11-15,programminginsider.com,1299926,50,2023-11
2665,2023-12-15,programminginsider.com,1494792,31,2023-12
2666,2023-01-15,techktimes.com,95713,3922,2023-01
2667,2023-02-15,techktimes.com,69619,5883,2023-02
2668,2023-03-15,techktimes.com,121640,2862,2023-03
2669,2023-04-15,techktimes.com,108663,2917,2023-04
2670,2023-05-15,techktimes.com,142969,2010,2023-05
2671,2023-06-15,techktimes.com,118070,2566,2023-06
2672,2023-07-15,techktimes.com,51743,7182,2023-07
2673,2023-08-15,techktimes.com,35362,11631,2023-08
1644,2023-12-15,barbaraiweins.com,377111,504,2023-12
1652,2023-01-15,icenimagazine.co.uk,941622,117,2023-01
1653,2023-02-15,icenimagazine.co.uk,958667,114,2023-02
1654,2023-03-15,icenimagazine.co.uk,939202,115,2023-03
1655,2023-04-15,icenimagazine.co.uk,1497341,32,2023-04
1656,2023-05-15,icenimagazine.co.uk,1618600,24,2023-05
1657,2023-06-15,icenimagazine.co.uk,1539274,29,2023-06
1658,2023-07-15,icenimagazine.co.uk,1278059,51,2023-07
1659,2023-08-15,icenimagazine.co.uk,899016,113,2023-08
1660,2023-09-15,icenimagazine.co.uk,1538885,29,2023-09
1661,2023-10-15,icenimagazine.co.uk,1238409,57,2023-10
1662,2023-11-15,icenimagazine.co.uk,1265787,54,2023-11
1663,2023-12-15,icenimagazine.co.uk,694160,179,2023-12
1664,2023-01-15,hausmanmarketingletter.com,1657563,29,2023-01
1665,2023-02-15,hausmanmarketingletter.com,1707731,27,2023-02
1666,2023-03-15,hausmanmarketingletter.com,1571754,33,2023-03
1667,2023-04-15,hausmanmarketingletter.com,1468059,34,2023-04
1668,2023-05-15,hausmanmarketingletter.com,1179828,61,2023-05
1669,2023-06-15,hausmanmarketingletter.com,1164508,64,2023-06
1670,2023-07-15,hausmanmarketingletter.com,1373213,41,2023-07
1671,2023-08-15,hausmanmarketingletter.com,1902553,15,2023-08
1672,2023-09-15,hausmanmarketingletter.com,2105076,11,2023-09
1673,2023-10-15,hausmanmarketingletter.com,1088792,76,2023-10
1674,2023-11-15,hausmanmarketingletter.com,902964,114,2023-11
1675,2023-12-15,hausmanmarketingletter.com,306651,694,2023-12
1676,2023-01-15,cocktailsinteacups.com,16912184,0,2023-01
1677,2023-02-15,cocktailsinteacups.com,9562851,0,2023-02
1678,2023-03-15,cocktailsinteacups.com,19192092,0,2023-03
1679,2023-04-15,cocktailsinteacups.com,7418202,0,2023-04
1680,2023-05-15,cocktailsinteacups.com,15030048,0,2023-05
1681,2023-06-15,cocktailsinteacups.com,9383780,0,2023-06
1682,2023-07-15,cocktailsinteacups.com,17748525,0,2023-07
1683,2023-08-15,cocktailsinteacups.com,17432948,0,2023-08
1684,2023-09-15,cocktailsinteacups.com,3096975,2,2023-09
1685,2023-10-15,cocktailsinteacups.com,2947243,3,2023-10
1686,2023-11-15,cocktailsinteacups.com,1953828,14,2023-11
1687,2023-12-15,cocktailsinteacups.com,1979118,13,2023-12
1688,2023-01-15,justeilidh.com,1609967,32,2023-01
1689,2023-02-15,justeilidh.com,1416909,46,2023-02
1690,2023-03-15,justeilidh.com,1535996,35,2023-03
1691,2023-04-15,justeilidh.com,1648911,24,2023-04
1692,2023-05-15,justeilidh.com,1130238,69,2023-05
1693,2023-06-15,justeilidh.com,1310658,47,2023-06
1694,2023-07-15,justeilidh.com,1513654,31,2023-07
1695,2023-08-15,justeilidh.com,1564133,28,2023-08
1696,2023-09-15,justeilidh.com,1830500,17,2023-09
1697,2023-10-15,justeilidh.com,1640140,24,2023-10
1698,2023-11-15,justeilidh.com,1055016,81,2023-11
1699,2023-12-15,justeilidh.com,1222733,56,2023-12
1700,2023-01-15,retro-vixen.com,40787,11286,2023-01
1701,2023-02-15,retro-vixen.com,40919,11321,2023-02
1702,2023-03-15,retro-vixen.com,41761,10940,2023-03
1703,2023-04-15,retro-vixen.com,73618,4770,2023-04
1704,2023-05-15,retro-vixen.com,73566,4699,2023-05
1705,2023-06-15,retro-vixen.com,74657,4579,2023-06
1706,2023-07-15,retro-vixen.com,60013,5970,2023-07
1707,2023-08-15,retro-vixen.com,51094,7401,2023-08
1708,2023-09-15,retro-vixen.com,102864,3044,2023-09
1709,2023-10-15,retro-vixen.com,170998,1594,2023-10
1710,2023-11-15,retro-vixen.com,180420,1510,2023-11
1711,2023-12-15,retro-vixen.com,393273,473,2023-12
1712,2023-01-15,ricecakesandraisins.co.uk,1513826,39,2023-01
1713,2023-02-15,ricecakesandraisins.co.uk,1469019,42,2023-02
1714,2023-03-15,ricecakesandraisins.co.uk,1120887,79,2023-03
1715,2023-04-15,ricecakesandraisins.co.uk,1774704,18,2023-04
1716,2023-05-15,ricecakesandraisins.co.uk,1915061,14,2023-05
1717,2023-06-15,ricecakesandraisins.co.uk,1625563,25,2023-06
1718,2023-07-15,ricecakesandraisins.co.uk,1298689,48,2023-07
1719,2023-08-15,ricecakesandraisins.co.uk,1683303,22,2023-08
1720,2023-09-15,ricecakesandraisins.co.uk,850957,121,2023-09
1721,2023-10-15,ricecakesandraisins.co.uk,1828818,17,2023-10
1722,2023-11-15,ricecakesandraisins.co.uk,1517240,31,2023-11
