id,date,domain,srrank,traffic,unique_year_month
3790,2023-09-15,anythinggoeslifestyle.co.uk,325658,624,2023-09
3791,2023-10-15,anythinggoeslifestyle.co.uk,337354,604,2023-10
3792,2023-11-15,anythinggoeslifestyle.co.uk,299624,736,2023-11
3793,2023-12-15,anythinggoeslifestyle.co.uk,296712,729,2023-12
3794,2023-01-15,healthylifeessex.co.uk,393225,550,2023-01
3795,2023-02-15,healthylifeessex.co.uk,366454,617,2023-02
3796,2023-03-15,healthylifeessex.co.uk,332280,704,2023-03
3797,2023-04-15,healthylifeessex.co.uk,388832,490,2023-04
3798,2023-05-15,healthylifeessex.co.uk,409872,445,2023-05
3799,2023-06-15,healthylifeessex.co.uk,389669,482,2023-06
3800,2023-07-15,healthylifeessex.co.uk,303333,701,2023-07
3801,2023-08-15,healthylifeessex.co.uk,311295,681,2023-08
3802,2023-09-15,healthylifeessex.co.uk,292845,734,2023-09
3803,2023-10-15,healthylifeessex.co.uk,389803,484,2023-10
3804,2023-11-15,healthylifeessex.co.uk,346361,591,2023-11
3805,2023-12-15,healthylifeessex.co.uk,287236,765,2023-12
3806,2023-01-15,calculator.co.uk,482711,395,2023-01
3807,2023-02-15,calculator.co.uk,528709,341,2023-02
3808,2023-03-15,calculator.co.uk,593194,273,2023-03
3809,2023-04-15,calculator.co.uk,673990,195,2023-04
3810,2023-05-15,calculator.co.uk,702438,179,2023-05
3811,2023-06-15,calculator.co.uk,711932,175,2023-06
3812,2023-07-15,calculator.co.uk,352074,561,2023-07
3813,2023-08-15,calculator.co.uk,355883,556,2023-08
3814,2023-09-15,calculator.co.uk,281873,776,2023-09
3815,2023-10-15,calculator.co.uk,443261,396,2023-10
3816,2023-11-15,calculator.co.uk,447635,395,2023-11
3817,2023-12-15,calculator.co.uk,462390,362,2023-12
3818,2023-01-15,altcoininvestor.com,345936,671,2023-01
3819,2023-02-15,altcoininvestor.com,411914,514,2023-02
3820,2023-03-15,altcoininvestor.com,377418,577,2023-03
3821,2023-04-15,altcoininvestor.com,288442,769,2023-04
3822,2023-05-15,altcoininvestor.com,254764,909,2023-05
3823,2023-06-15,altcoininvestor.com,319970,650,2023-06
3824,2023-07-15,altcoininvestor.com,480302,342,2023-07
3825,2023-08-15,altcoininvestor.com,366401,531,2023-08
3826,2023-09-15,altcoininvestor.com,683156,183,2023-09
3827,2023-10-15,altcoininvestor.com,478877,348,2023-10
3828,2023-11-15,altcoininvestor.com,756767,158,2023-11
3829,2023-12-15,altcoininvestor.com,920673,103,2023-12
3830,2023-01-15,craigmurray.co.uk,496582,379,2023-01
3831,2023-02-15,craigmurray.co.uk,560902,310,2023-02
3832,2023-03-15,craigmurray.co.uk,460887,418,2023-03
3833,2023-04-15,craigmurray.co.uk,525445,301,2023-04
3834,2023-05-15,craigmurray.co.uk,609872,231,2023-05
3835,2023-06-15,craigmurray.co.uk,565735,263,2023-06
3836,2023-07-15,craigmurray.co.uk,578034,252,2023-07
3837,2023-08-15,craigmurray.co.uk,486777,338,2023-08
3838,2023-09-15,craigmurray.co.uk,538080,279,2023-09
3839,2023-10-15,craigmurray.co.uk,560453,268,2023-10
3840,2023-11-15,craigmurray.co.uk,615329,231,2023-11
3841,2023-12-15,craigmurray.co.uk,812374,133,2023-12
3842,2023-01-15,simplymotor.co.uk,204237,1442,2023-01
3843,2023-02-15,simplymotor.co.uk,226634,1255,2023-02
3844,2023-03-15,simplymotor.co.uk,231605,1195,2023-03
3845,2023-04-15,simplymotor.co.uk,300228,725,2023-04
3846,2023-05-15,simplymotor.co.uk,292495,744,2023-05
3847,2023-06-15,simplymotor.co.uk,272534,824,2023-06
3848,2023-07-15,simplymotor.co.uk,258232,886,2023-07
3849,2023-08-15,simplymotor.co.uk,281976,789,2023-08
3850,2023-09-15,simplymotor.co.uk,402486,450,2023-09
3851,2023-10-15,simplymotor.co.uk,532521,292,2023-10
3852,2023-11-15,simplymotor.co.uk,527128,302,2023-11
3853,2023-12-15,simplymotor.co.uk,652463,201,2023-12
3854,2023-01-15,5thingstodotoday.com,416535,501,2023-01
3855,2023-02-15,5thingstodotoday.com,435632,471,2023-02
3856,2023-03-15,5thingstodotoday.com,467760,408,2023-03
3857,2023-04-15,5thingstodotoday.com,465405,368,2023-04
3858,2023-05-15,5thingstodotoday.com,428293,415,2023-05
3859,2023-06-15,5thingstodotoday.com,381948,497,2023-06
3860,2023-07-15,5thingstodotoday.com,480643,342,2023-07
3861,2023-08-15,5thingstodotoday.com,523911,300,2023-08
3862,2023-09-15,5thingstodotoday.com,448969,378,2023-09
3863,2023-10-15,5thingstodotoday.com,331137,621,2023-10
3864,2023-11-15,5thingstodotoday.com,395972,480,2023-11
3865,2023-12-15,5thingstodotoday.com,180991,1482,2023-12
3866,2023-01-15,alfiebsmith.com,10286888,0,2023-01
3867,2023-02-15,alfiebsmith.com,11727637,0,2023-02
3868,2023-03-15,alfiebsmith.com,9813522,0,2023-03
3869,2023-04-15,alfiebsmith.com,19453939,0,2023-04
3870,2023-05-15,alfiebsmith.com,9489037,0,2023-05
3871,2023-06-15,alfiebsmith.com,11655554,0,2023-06
3872,2023-07-15,alfiebsmith.com,11814022,0,2023-07
3873,2023-08-15,alfiebsmith.com,13743212,0,2023-08
3874,2023-09-15,alfiebsmith.com,17224115,0,2023-09
3875,2023-10-15,alfiebsmith.com,7366858,0,2023-10
3876,2023-11-15,alfiebsmith.com,16875368,0,2023-11
3877,2023-12-15,alfiebsmith.com,10898820,0,2023-12
3878,2023-01-15,magicalpenny.com,0,0,2023-01
3879,2023-02-15,magicalpenny.com,18560701,0,2023-02
3880,2023-03-15,magicalpenny.com,14930071,0,2023-03
3881,2023-04-15,magicalpenny.com,18729354,0,2023-04
3882,2023-05-15,magicalpenny.com,14527697,0,2023-05
3883,2023-06-15,magicalpenny.com,12917002,0,2023-06
3884,2023-07-15,magicalpenny.com,13051060,0,2023-07
3885,2023-08-15,magicalpenny.com,4800857,0,2023-08
3886,2023-09-15,magicalpenny.com,12617562,0,2023-09
3887,2023-10-15,magicalpenny.com,12403153,0,2023-10
3888,2023-11-15,magicalpenny.com,16177265,0,2023-11
3889,2023-12-15,magicalpenny.com,10225044,0,2023-12
3890,2023-01-15,definecivil.com,504390,368,2023-01
3891,2023-02-15,definecivil.com,516452,355,2023-02
3892,2023-03-15,definecivil.com,432133,467,2023-03
3893,2023-04-15,definecivil.com,624078,223,2023-04
3894,2023-05-15,definecivil.com,765378,152,2023-05
3895,2023-06-15,definecivil.com,812239,137,2023-06
3896,2023-07-15,definecivil.com,761646,153,2023-07
3897,2023-08-15,definecivil.com,618003,226,2023-08
3898,2023-09-15,definecivil.com,972166,92,2023-09
3899,2023-10-15,definecivil.com,1802640,18,2023-10
3900,2023-11-15,definecivil.com,1885003,16,2023-11
3901,2023-12-15,definecivil.com,3716605,1,2023-12
3902,2023-01-15,vikingwanderer.com,1137631,79,2023-01
3903,2023-02-15,vikingwanderer.com,1142097,79,2023-02
3904,2023-03-15,vikingwanderer.com,1308677,55,2023-03
3905,2023-04-15,vikingwanderer.com,1770310,19,2023-04
3906,2023-05-15,vikingwanderer.com,3856600,1,2023-05
3907,2023-06-15,vikingwanderer.com,17496650,0,2023-06
3908,2023-07-15,vikingwanderer.com,3964242,1,2023-07
3909,2023-08-15,vikingwanderer.com,2799734,4,2023-08
3910,2023-09-15,vikingwanderer.com,3270146,2,2023-09
3911,2023-10-15,vikingwanderer.com,3201327,2,2023-10
3912,2023-11-15,vikingwanderer.com,2425466,6,2023-11
3913,2023-12-15,vikingwanderer.com,1913191,14,2023-12
3914,2023-01-15,muncievoice.com,8631476,0,2023-01
3915,2023-02-15,muncievoice.com,5359931,0,2023-02
3916,2023-03-15,muncievoice.com,7178693,0,2023-03
3917,2023-04-15,muncievoice.com,12930537,0,2023-04
3918,2023-05-15,muncievoice.com,10748974,0,2023-05
3919,2023-06-15,muncievoice.com,14925458,0,2023-06
3920,2023-07-15,muncievoice.com,17241563,0,2023-07
3921,2023-08-15,muncievoice.com,14976824,0,2023-08
3922,2023-09-15,muncievoice.com,14582667,0,2023-09
3923,2023-10-15,muncievoice.com,18151132,0,2023-10
3924,2023-11-15,muncievoice.com,12436128,0,2023-11
3925,2023-12-15,muncievoice.com,12084372,0,2023-12
3926,2023-01-15,ecommercefastlane.com,66241,6231,2023-01
3927,2023-02-15,ecommercefastlane.com,42660,10743,2023-02
3928,2023-03-15,ecommercefastlane.com,35195,13570,2023-03
3929,2023-04-15,ecommercefastlane.com,30771,13950,2023-04
3930,2023-05-15,ecommercefastlane.com,44839,8645,2023-05
3931,2023-06-15,ecommercefastlane.com,33894,12121,2023-06
3932,2023-07-15,ecommercefastlane.com,28677,14841,2023-07
3933,2023-08-15,ecommercefastlane.com,26110,16840,2023-08
3934,2023-09-15,ecommercefastlane.com,27261,15672,2023-09
3935,2023-10-15,ecommercefastlane.com,44061,8765,2023-10
3936,2023-11-15,ecommercefastlane.com,65935,5446,2023-11
3937,2023-12-15,ecommercefastlane.com,63957,5643,2023-12
3938,2023-01-15,beurownlight.com,2565503,7,2023-01
3939,2023-02-15,beurownlight.com,2194247,12,2023-02
3940,2023-03-15,beurownlight.com,2510875,7,2023-03
3941,2023-04-15,beurownlight.com,1938755,14,2023-04
3942,2023-05-15,beurownlight.com,1828785,17,2023-05
3943,2023-06-15,beurownlight.com,3065562,3,2023-06
3944,2023-07-15,beurownlight.com,3892118,1,2023-07
3945,2023-08-15,beurownlight.com,9772123,0,2023-08
3946,2023-09-15,beurownlight.com,13457621,0,2023-09
3947,2023-10-15,beurownlight.com,3247365,2,2023-10
3948,2023-11-15,beurownlight.com,1266613,54,2023-11
3949,2023-12-15,beurownlight.com,2977806,3,2023-12
3950,2023-01-15,adventuremummy.com,784089,169,2023-01
3951,2023-02-15,adventuremummy.com,743185,187,2023-02
3952,2023-03-15,adventuremummy.com,725014,191,2023-03
3953,2023-04-15,adventuremummy.com,746545,162,2023-04
3954,2023-05-15,adventuremummy.com,906476,111,2023-05
3955,2023-06-15,adventuremummy.com,1033998,84,2023-06
3956,2023-07-15,adventuremummy.com,698308,180,2023-07
3957,2023-08-15,adventuremummy.com,948694,100,2023-08
3958,2023-09-15,adventuremummy.com,864250,118,2023-09
3959,2023-10-15,adventuremummy.com,752790,159,2023-10
3960,2023-11-15,adventuremummy.com,507604,322,2023-11
3961,2023-12-15,adventuremummy.com,518219,300,2023-12
3962,2023-01-15,jennifergilmour.com,14843200,0,2023-01
3963,2023-02-15,jennifergilmour.com,18622192,0,2023-02
3964,2023-03-15,jennifergilmour.com,16875208,0,2023-03
3965,2023-04-15,jennifergilmour.com,14833929,0,2023-04
3966,2023-05-15,jennifergilmour.com,8835116,0,2023-05
3967,2023-06-15,jennifergilmour.com,8937850,0,2023-06
3968,2023-07-15,jennifergilmour.com,9078088,0,2023-07
3969,2023-08-15,jennifergilmour.com,13070281,0,2023-08
3970,2023-09-15,jennifergilmour.com,18462576,0,2023-09
3971,2023-10-15,jennifergilmour.com,10554096,0,2023-10
3972,2023-11-15,jennifergilmour.com,10572332,0,2023-11
3973,2023-12-15,jennifergilmour.com,13968795,0,2023-12
3974,2023-01-15,bekylou.com,1669699,28,2023-01
3975,2023-02-15,bekylou.com,2036159,16,2023-02
3976,2023-03-15,bekylou.com,1824491,20,2023-03
3977,2023-04-15,bekylou.com,1901002,15,2023-04
3978,2023-05-15,bekylou.com,2432373,6,2023-05
3979,2023-06-15,bekylou.com,2480148,6,2023-06
3980,2023-07-15,bekylou.com,1482637,33,2023-07
3981,2023-08-15,bekylou.com,1410321,40,2023-08
3982,2023-09-15,bekylou.com,1455784,35,2023-09
3983,2023-10-15,bekylou.com,1627179,25,2023-10
3984,2023-11-15,bekylou.com,1581248,27,2023-11
3985,2023-12-15,bekylou.com,1486987,31,2023-12
3986,2023-01-15,dorkface.co.uk,3869790,1,2023-01
3987,2023-02-15,dorkface.co.uk,16546348,0,2023-02
3988,2023-03-15,dorkface.co.uk,14810840,0,2023-03
3989,2023-04-15,dorkface.co.uk,18607801,0,2023-04
3990,2023-05-15,dorkface.co.uk,10610842,0,2023-05
3991,2023-06-15,dorkface.co.uk,2225944,9,2023-06
3992,2023-07-15,dorkface.co.uk,10937328,0,2023-07
3993,2023-08-15,dorkface.co.uk,2960146,3,2023-08
3994,2023-09-15,dorkface.co.uk,2960834,3,2023-09
3995,2023-10-15,dorkface.co.uk,2879123,3,2023-10
3996,2023-11-15,dorkface.co.uk,2839602,3,2023-11
3997,2023-12-15,dorkface.co.uk,2749682,4,2023-12
3998,2023-01-15,prettykittenlife.com,0,0,2023-01
3999,2023-02-15,prettykittenlife.com,0,0,2023-02
4000,2023-03-15,prettykittenlife.com,0,0,2023-03
4001,2023-04-15,prettykittenlife.com,0,0,2023-04
4002,2023-05-15,prettykittenlife.com,0,0,2023-05
4003,2023-06-15,prettykittenlife.com,0,0,2023-06
4004,2023-07-15,prettykittenlife.com,0,0,2023-07
4005,2023-08-15,prettykittenlife.com,0,0,2023-08
4006,2023-09-15,prettykittenlife.com,0,0,2023-09
4007,2023-10-15,prettykittenlife.com,0,0,2023-10
4008,2023-11-15,prettykittenlife.com,0,0,2023-11
4009,2023-12-15,prettykittenlife.com,0,0,2023-12
4010,2023-01-15,isalillo.com,12323118,0,2023-01
4011,2023-02-15,isalillo.com,7716207,0,2023-02
4012,2023-03-15,isalillo.com,7708099,0,2023-03
4013,2023-04-15,isalillo.com,19287713,0,2023-04
4014,2023-05-15,isalillo.com,9324067,0,2023-05
4015,2023-06-15,isalillo.com,0,0,2023-06
4016,2023-07-15,isalillo.com,13631088,0,2023-07
4017,2023-08-15,isalillo.com,15527503,0,2023-08
4018,2023-09-15,isalillo.com,17060202,0,2023-09
4019,2023-10-15,isalillo.com,14852187,0,2023-10
4020,2023-11-15,isalillo.com,0,0,2023-11
4021,2023-12-15,isalillo.com,0,0,2023-12
4022,2023-01-15,homewithaneta.com,3702569,2,2023-01
4023,2023-02-15,homewithaneta.com,4239236,1,2023-02
4024,2023-03-15,homewithaneta.com,3626524,2,2023-03
4025,2023-04-15,homewithaneta.com,3750293,1,2023-04
4026,2023-05-15,homewithaneta.com,12817351,0,2023-05
4027,2023-06-15,homewithaneta.com,1497698,32,2023-06
4028,2023-07-15,homewithaneta.com,3462202,1,2023-07
4029,2023-08-15,homewithaneta.com,3053947,3,2023-08
4030,2023-09-15,homewithaneta.com,3091612,2,2023-09
4031,2023-10-15,homewithaneta.com,14497944,0,2023-10
4032,2023-11-15,homewithaneta.com,3387322,2,2023-11
4033,2023-12-15,homewithaneta.com,8616170,0,2023-12
4034,2023-01-15,previousmagazine.com,2484247,8,2023-01
4035,2023-02-15,previousmagazine.com,2766134,6,2023-02
4036,2023-03-15,previousmagazine.com,2648453,6,2023-03
4037,2023-04-15,previousmagazine.com,2496128,6,2023-04
4038,2023-05-15,previousmagazine.com,2111887,10,2023-05
4039,2023-06-15,previousmagazine.com,2663134,5,2023-06
4040,2023-07-15,previousmagazine.com,1574100,27,2023-07
4041,2023-08-15,previousmagazine.com,1441590,37,2023-08
4042,2023-09-15,previousmagazine.com,882563,114,2023-09
4043,2023-10-15,previousmagazine.com,1129099,71,2023-10
4044,2023-11-15,previousmagazine.com,1803873,18,2023-11
4045,2023-12-15,previousmagazine.com,1542300,28,2023-12
4046,2023-01-15,pinaynomad.com,2837049,5,2023-01
4047,2023-02-15,pinaynomad.com,2477624,8,2023-02
4048,2023-03-15,pinaynomad.com,2080630,13,2023-03
4049,2023-04-15,pinaynomad.com,2273226,8,2023-04
4050,2023-05-15,pinaynomad.com,2878137,3,2023-05
4051,2023-06-15,pinaynomad.com,2245392,9,2023-06
4052,2023-07-15,pinaynomad.com,2588490,5,2023-07
4053,2023-08-15,pinaynomad.com,2705105,4,2023-08
4054,2023-09-15,pinaynomad.com,3584701,1,2023-09
4055,2023-10-15,pinaynomad.com,2848909,3,2023-10
4056,2023-11-15,pinaynomad.com,3377888,2,2023-11
4057,2023-12-15,pinaynomad.com,2814114,3,2023-12
4058,2023-01-15,freebirdsmagazine.com,157790,2044,2023-01
4059,2023-02-15,freebirdsmagazine.com,163603,1960,2023-02
4060,2023-03-15,freebirdsmagazine.com,113326,3137,2023-03
4061,2023-04-15,freebirdsmagazine.com,178024,1523,2023-04
4062,2023-05-15,freebirdsmagazine.com,180003,1477,2023-05
4063,2023-06-15,freebirdsmagazine.com,147625,1922,2023-06
4064,2023-07-15,freebirdsmagazine.com,168594,1601,2023-07
4065,2023-08-15,freebirdsmagazine.com,208243,1214,2023-08
4066,2023-09-15,freebirdsmagazine.com,508953,308,2023-09
4067,2023-10-15,freebirdsmagazine.com,680764,190,2023-10
4068,2023-11-15,freebirdsmagazine.com,1391505,41,2023-11
4069,2023-12-15,freebirdsmagazine.com,2005863,12,2023-12
4070,2023-01-15,thenewsgod.com,98068,3799,2023-01
4071,2023-02-15,thenewsgod.com,98131,3811,2023-02
4072,2023-03-15,thenewsgod.com,83656,4633,2023-03
4073,2023-04-15,thenewsgod.com,88845,3769,2023-04
4074,2023-05-15,thenewsgod.com,99754,3204,2023-05
4075,2023-06-15,thenewsgod.com,100925,3138,2023-06
4076,2023-07-15,thenewsgod.com,81547,4098,2023-07
4077,2023-08-15,thenewsgod.com,61742,5850,2023-08
4078,2023-09-15,thenewsgod.com,111208,2755,2023-09
4079,2023-10-15,thenewsgod.com,154592,1820,2023-10
4080,2023-11-15,thenewsgod.com,140089,2108,2023-11
4081,2023-12-15,thenewsgod.com,248333,947,2023-12
4082,2023-01-15,ginakaydaniel.com,15905130,0,2023-01
4083,2023-02-15,ginakaydaniel.com,16106070,0,2023-02
4084,2023-03-15,ginakaydaniel.com,18123083,0,2023-03
4085,2023-04-15,ginakaydaniel.com,14248746,0,2023-04
4086,2023-05-15,ginakaydaniel.com,10155301,0,2023-05
4087,2023-06-15,ginakaydaniel.com,3808142,1,2023-06
4088,2023-07-15,ginakaydaniel.com,3914251,1,2023-07
4089,2023-08-15,ginakaydaniel.com,3577954,1,2023-08
4090,2023-09-15,ginakaydaniel.com,3798793,1,2023-09
4091,2023-10-15,ginakaydaniel.com,3833063,1,2023-10
4092,2023-11-15,ginakaydaniel.com,3788058,1,2023-11
4093,2023-12-15,ginakaydaniel.com,17050107,0,2023-12
4094,2023-01-15,britishstylesociety.uk,1295059,58,2023-01
4095,2023-02-15,britishstylesociety.uk,1890114,20,2023-02
4096,2023-03-15,britishstylesociety.uk,845069,142,2023-03
4097,2023-04-15,britishstylesociety.uk,911001,111,2023-04
4098,2023-05-15,britishstylesociety.uk,814339,136,2023-05
4099,2023-06-15,britishstylesociety.uk,1079496,76,2023-06
4100,2023-07-15,britishstylesociety.uk,956613,97,2023-07
4101,2023-08-15,britishstylesociety.uk,790960,144,2023-08
4102,2023-09-15,britishstylesociety.uk,1019000,85,2023-09
4103,2023-10-15,britishstylesociety.uk,901298,113,2023-10
4104,2023-11-15,britishstylesociety.uk,765441,155,2023-11
4105,2023-12-15,britishstylesociety.uk,1304072,46,2023-12
4106,2023-01-15,geekedcartree.co.uk,10897265,0,2023-01
4107,2023-02-15,geekedcartree.co.uk,7182822,0,2023-02
4108,2023-03-15,geekedcartree.co.uk,18635835,0,2023-03
4109,2023-04-15,geekedcartree.co.uk,14771781,0,2023-04
4110,2023-05-15,geekedcartree.co.uk,4852465,0,2023-05
4111,2023-06-15,geekedcartree.co.uk,6884115,0,2023-06
4112,2023-07-15,geekedcartree.co.uk,19214070,0,2023-07
4113,2023-08-15,geekedcartree.co.uk,3756357,1,2023-08
4114,2023-09-15,geekedcartree.co.uk,3128238,2,2023-09
4115,2023-10-15,geekedcartree.co.uk,3483426,1,2023-10
4116,2023-11-15,geekedcartree.co.uk,3298218,2,2023-11
4117,2023-12-15,geekedcartree.co.uk,3023260,3,2023-12
4118,2023-01-15,hopezvara.com,13179694,0,2023-01
4119,2023-02-15,hopezvara.com,12162651,0,2023-02
4120,2023-03-15,hopezvara.com,8317585,0,2023-03
4121,2023-04-15,hopezvara.com,16011479,0,2023-04
4122,2023-05-15,hopezvara.com,7979180,0,2023-05
4123,2023-06-15,hopezvara.com,14103769,0,2023-06
4124,2023-07-15,hopezvara.com,20435588,0,2023-07
4125,2023-08-15,hopezvara.com,18117985,0,2023-08
4126,2023-09-15,hopezvara.com,13779132,0,2023-09
4127,2023-10-15,hopezvara.com,7807278,0,2023-10
4128,2023-11-15,hopezvara.com,17315686,0,2023-11
4129,2023-12-15,hopezvara.com,15006576,0,2023-12
4130,2023-01-15,bamni.co.uk,326168,734,2023-01
4131,2023-02-15,bamni.co.uk,367648,614,2023-02
4132,2023-03-15,bamni.co.uk,287892,870,2023-03
4133,2023-04-15,bamni.co.uk,363860,543,2023-04
4134,2023-05-15,bamni.co.uk,539688,284,2023-05
4135,2023-06-15,bamni.co.uk,460190,369,2023-06
4136,2023-07-15,bamni.co.uk,427431,413,2023-07
4137,2023-08-15,bamni.co.uk,415208,438,2023-08
4138,2023-09-15,bamni.co.uk,430156,404,2023-09
4139,2023-10-15,bamni.co.uk,419652,430,2023-10
4140,2023-11-15,bamni.co.uk,472582,361,2023-11
4141,2023-12-15,bamni.co.uk,470093,352,2023-12
4142,2023-01-15,unconventionalkira.co.uk,1141068,78,2023-01
4143,2023-02-15,unconventionalkira.co.uk,1303716,58,2023-02
4144,2023-03-15,unconventionalkira.co.uk,1245078,62,2023-03
4145,2023-04-15,unconventionalkira.co.uk,1625054,25,2023-04
4146,2023-05-15,unconventionalkira.co.uk,1851617,16,2023-05
4147,2023-06-15,unconventionalkira.co.uk,1636556,24,2023-06
4148,2023-07-15,unconventionalkira.co.uk,1663693,23,2023-07
4149,2023-08-15,unconventionalkira.co.uk,1332886,45,2023-08
4150,2023-09-15,unconventionalkira.co.uk,1529501,30,2023-09
4151,2023-10-15,unconventionalkira.co.uk,1863816,16,2023-10
4152,2023-11-15,unconventionalkira.co.uk,1169468,64,2023-11
4153,2023-12-15,unconventionalkira.co.uk,917463,104,2023-12
4154,2023-01-15,theglossymagazine.com,667654,226,2023-01
4155,2023-02-15,theglossymagazine.com,679660,220,2023-02
4156,2023-03-15,theglossymagazine.com,673919,218,2023-03
4157,2023-04-15,theglossymagazine.com,662855,201,2023-04
4158,2023-05-15,theglossymagazine.com,565712,264,2023-05
4159,2023-06-15,theglossymagazine.com,604433,234,2023-06
4160,2023-07-15,theglossymagazine.com,601055,234,2023-07
4161,2023-08-15,theglossymagazine.com,592265,243,2023-08
4162,2023-09-15,theglossymagazine.com,180979,1448,2023-09
4163,2023-10-15,theglossymagazine.com,471410,357,2023-10
4164,2023-11-15,theglossymagazine.com,614563,231,2023-11
4165,2023-12-15,theglossymagazine.com,624718,217,2023-12
4166,2023-01-15,nishiv.com,643935,242,2023-01
4167,2023-02-15,nishiv.com,674742,223,2023-02
4168,2023-03-15,nishiv.com,315458,760,2023-03
4169,2023-04-15,nishiv.com,412742,445,2023-04
4170,2023-05-15,nishiv.com,349763,570,2023-05
4171,2023-06-15,nishiv.com,464772,363,2023-06
4172,2023-07-15,nishiv.com,603386,233,2023-07
4173,2023-08-15,nishiv.com,542454,282,2023-08
4174,2023-09-15,nishiv.com,571013,252,2023-09
4175,2023-10-15,nishiv.com,739374,165,2023-10
4176,2023-11-15,nishiv.com,469431,365,2023-11
4177,2023-12-15,nishiv.com,381527,495,2023-12
4178,2023-01-15,thoushaltnotcovet.net,988224,107,2023-01
4179,2023-02-15,thoushaltnotcovet.net,987954,107,2023-02
4180,2023-03-15,thoushaltnotcovet.net,937648,115,2023-03
4181,2023-04-15,thoushaltnotcovet.net,408025,454,2023-04
4182,2023-05-15,thoushaltnotcovet.net,572894,258,2023-05
4183,2023-06-15,thoushaltnotcovet.net,568121,261,2023-06
4184,2023-07-15,thoushaltnotcovet.net,853801,123,2023-07
4185,2023-08-15,thoushaltnotcovet.net,302000,713,2023-08
4186,2023-09-15,thoushaltnotcovet.net,642239,206,2023-09
4187,2023-10-15,thoushaltnotcovet.net,447302,390,2023-10
4188,2023-11-15,thoushaltnotcovet.net,362082,552,2023-11
4189,2023-12-15,thoushaltnotcovet.net,363391,534,2023-12
4190,2023-01-15,mumsthewurd.com,0,0,2023-01
4191,2023-02-15,mumsthewurd.com,0,0,2023-02
4192,2023-03-15,mumsthewurd.com,0,0,2023-03
4193,2023-04-15,mumsthewurd.com,0,0,2023-04
4194,2023-05-15,mumsthewurd.com,0,0,2023-05
4195,2023-06-15,mumsthewurd.com,0,0,2023-06
4196,2023-07-15,mumsthewurd.com,0,0,2023-07
4197,2023-08-15,mumsthewurd.com,0,0,2023-08
4198,2023-09-15,mumsthewurd.com,0,0,2023-09
4199,2023-10-15,mumsthewurd.com,17778017,0,2023-10
4200,2023-11-15,mumsthewurd.com,0,0,2023-11
4201,2023-12-15,mumsthewurd.com,0,0,2023-12
4202,2023-01-15,new-lune.com,4569491,0,2023-01
4203,2023-02-15,new-lune.com,9900101,0,2023-02
4204,2023-03-15,new-lune.com,15713088,0,2023-03
4205,2023-04-15,new-lune.com,15629081,0,2023-04
4206,2023-05-15,new-lune.com,11519372,0,2023-05
4207,2023-06-15,new-lune.com,7745362,0,2023-06
4208,2023-07-15,new-lune.com,5735270,0,2023-07
4209,2023-08-15,new-lune.com,3147250,2,2023-08
4210,2023-09-15,new-lune.com,19244416,0,2023-09
4211,2023-10-15,new-lune.com,15083034,0,2023-10
4212,2023-11-15,new-lune.com,3617898,1,2023-11
4213,2023-12-15,new-lune.com,3430003,1,2023-12
4214,2023-01-15,thegadgetman.org.uk,1428595,45,2023-01
4215,2023-02-15,thegadgetman.org.uk,1513660,40,2023-02
4216,2023-03-15,thegadgetman.org.uk,1474391,40,2023-03
4217,2023-04-15,thegadgetman.org.uk,1302956,48,2023-04
4218,2023-05-15,thegadgetman.org.uk,1746233,19,2023-05
4219,2023-06-15,thegadgetman.org.uk,1657718,23,2023-06
4220,2023-07-15,thegadgetman.org.uk,8682383,0,2023-07
4221,2023-08-15,thegadgetman.org.uk,1683864,22,2023-08
4222,2023-09-15,thegadgetman.org.uk,1534009,30,2023-09
4223,2023-10-15,thegadgetman.org.uk,1409470,39,2023-10
4224,2023-11-15,thegadgetman.org.uk,1505743,31,2023-11
4225,2023-12-15,thegadgetman.org.uk,1649954,23,2023-12
4226,2023-01-15,passportjoy.com,1588857,33,2023-01
4227,2023-02-15,passportjoy.com,1481949,41,2023-02
4228,2023-03-15,passportjoy.com,1729823,24,2023-03
4229,2023-04-15,passportjoy.com,1527268,30,2023-04
4230,2023-05-15,passportjoy.com,1817761,17,2023-05
4231,2023-06-15,passportjoy.com,1920771,14,2023-06
4232,2023-07-15,passportjoy.com,1936827,14,2023-07
4233,2023-08-15,passportjoy.com,2106752,11,2023-08
4234,2023-09-15,passportjoy.com,1977412,13,2023-09
4235,2023-10-15,passportjoy.com,2079018,11,2023-10
4236,2023-11-15,passportjoy.com,1793015,18,2023-11
4237,2023-12-15,passportjoy.com,2024325,12,2023-12
4238,2023-01-15,talkingaboutmygeneration.co.uk,262123,1015,2023-01
4239,2023-02-15,talkingaboutmygeneration.co.uk,238904,1164,2023-02
4240,2023-03-15,talkingaboutmygeneration.co.uk,209837,1371,2023-03
4241,2023-04-15,talkingaboutmygeneration.co.uk,182596,1471,2023-04
4242,2023-05-15,talkingaboutmygeneration.co.uk,160571,1723,2023-05
4243,2023-06-15,talkingaboutmygeneration.co.uk,143378,1996,2023-06
4244,2023-07-15,talkingaboutmygeneration.co.uk,119813,2512,2023-07
4245,2023-08-15,talkingaboutmygeneration.co.uk,129434,2298,2023-08
4246,2023-09-15,talkingaboutmygeneration.co.uk,123643,2407,2023-09
4247,2023-10-15,talkingaboutmygeneration.co.uk,91073,3584,2023-10
